V002,V024,V025,V106,V190,V201,V212,V221,V228,V312,V360,V384B,V457,V463X,V701,M18,S720,Zone
57,15,2,2,0.5,1,20,5,0,0,14,1,3,0,3,0.5,0,North Eastern Zone
7,15,2,1,0.75,2,20,21,0,9,2,0,3,0,2,0.75,0,North Eastern Zone
34,15,2,2,0.25,4,21,15,0,6,2,0,4,0,0,0.75,0,North Eastern Zone
48,15,2,3,0.5,1,28,17,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
3,15,2,3,0.5,2,27,9,0,1,2,0,2,0,2,0.5,0,North Eastern Zone
62,15,1,3,1,3,23,19,0,1,8,1,3,0,8,0.5,0,North Eastern Zone
5,15,1,2,0.75,3,22,20,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
49,15,1,2,0.75,2,21,24,0,9,2,1,4,0,3,0.5,0,North Eastern Zone
12,15,2,2,0.25,4,19,4,0,0,2,0,3,0,2,0.5,0,North Eastern Zone
38,15,2,2,0.5,2,23,4,0,1,2,0,3,0,2,0.75,0,North Eastern Zone
11,15,2,2,0.5,3,20,4,0,0,14,0,4,0,2,0.5,0,North Eastern Zone
30,15,1,2,0.75,2,21,5,0,1,2,0,4,0,2,0.5,0,North Eastern Zone
70,15,1,2,0.75,2,29,1,0,1,2,1,4,0,2,0.5,0,North Eastern Zone
6,15,2,2,0.75,1,21,4,1,0,2,1,4,0,2,0.5,0,North Eastern Zone
3,15,2,3,0.5,2,27,9,0,1,2,0,2,0,2,0.5,0,North Eastern Zone
5,15,1,2,0.75,4,18,996,0,6,2,1,4,0,2,0.5,0,North Eastern Zone
93,15,2,2,0.5,2,21,4,0,1,11,1,3,0,2,0.25,0,North Eastern Zone
26,15,1,1,0.25,4,22,7,0,1,2,1,4,0,2,0.5,0,North Eastern Zone
78,15,2,2,0.75,4,21,996,0,1,8,1,4,0,2,0.5,0,North Eastern Zone
91,15,2,1,0.25,6,18,10,0,0,2,0,4,0,2,0.5,0,North Eastern Zone
59,15,1,2,0.75,2,19,10,0,0,4,1,4,0,2,0.5,0,North Eastern Zone
78,15,2,1,0.5,3,23,18,0,0,2,0,4,0,2,0.5,0,North Eastern Zone
92,15,1,1,0.5,2,23,15,0,0,2,1,2,0,2,0.5,0,North Eastern Zone
87,15,2,2,0,3,25,18,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
44,15,1,2,0.75,4,19,17,0,0,2,0,4,0,2,0.5,0,North Eastern Zone
16,15,1,2,0.75,4,19,5,0,0,2,1,3,0,3,0.5,0,North Eastern Zone
44,15,1,2,1,2,25,16,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
43,15,1,2,1,3,22,3,0,1,2,0,2,0,3,0.25,0,North Eastern Zone
73,15,2,2,0.25,1,22,996,0,0,15,0,4,0,2,0.5,0,North Eastern Zone
70,16,2,2,0,3,20,12,0,0,2,0,2,0,2,0.5,0,North Eastern Zone
19,16,2,2,0.75,2,21,20,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
11,16,1,1,0.25,2,18,23,0,1,3,0,4,0,1,0.75,0,North Eastern Zone
29,16,2,2,0.25,1,17,15,0,0,4,0,4,0,1,0.5,0,North Eastern Zone
35,16,2,1,0,2,18,15,0,8,14,0,3,0,1,1,0,North Eastern Zone
14,16,1,1,0.25,2,19,10,0,13,1,0,2,0,1,1,0,North Eastern Zone
44,16,2,0,0,3,16,25,0,1,3,0,4,0,0,0.5,1,North Eastern Zone
29,16,2,0,0,3,20,14,0,8,7,0,4,0,1,0,0,North Eastern Zone
28,16,2,3,0.75,1,24,15,0,1,18,1,4,0,3,0.5,0,North Eastern Zone
91,16,1,2,0.5,2,19,18,0,8,16,1,2,0,3,0.5,0,North Eastern Zone
91,16,2,1,0,3,22,15,0,0,3,0,2,0,2,0.75,0,North Eastern Zone
51,16,2,2,0,2,21,13,0,1,2,0,4,0,3,0,0,North Eastern Zone
67,16,2,0,0,2,28,25,1,1,2,0,3,0,0,0.5,0,North Eastern Zone
59,16,2,2,0.25,1,19,21,0,9,2,0,1,0,2,0.5,0,North Eastern Zone
14,16,2,2,0,1,19,19,0,1,7,0,4,0,1,0.5,0,North Eastern Zone
43,16,2,2,0.25,3,20,11,0,1,7,0,4,0,2,0.5,0,North Eastern Zone
55,16,2,3,0.25,1,25,68,0,8,7,1,3,0,2,0.75,0,North Eastern Zone
61,16,2,0,0,2,13,14,0,0,9,1,4,0,0,0.5,0,North Eastern Zone
92,16,2,2,0,3,20,17,1,1,2,0,3,0,1,0.5,1,North Eastern Zone
99,16,2,2,0.25,3,21,11,0,6,2,0,3,0,1,0.25,0,North Eastern Zone
43,16,1,2,0.5,2,15,29,0,5,7,0,4,0,2,0.25,0,North Eastern Zone
71,16,2,2,0.25,2,17,16,0,0,2,0,2,0,2,0.5,0,North Eastern Zone
56,16,1,3,0.5,1,25,13,0,9,3,0,4,0,3,0.25,0,North Eastern Zone
3,16,2,2,0.5,2,20,10,1,1,18,1,3,0,2,0,0,North Eastern Zone
63,16,2,1,0.25,2,17,13,0,1,7,0,2,0,1,0.5,0,North Eastern Zone
30,16,1,3,0.5,2,26,22,1,8,9,1,2,0,3,0.5,0,North Eastern Zone
12,16,2,2,0,2,24,19,0,0,4,0,4,0,2,0.75,0,North Eastern Zone
7,16,2,2,0.25,3,21,32,0,5,2,0,3,0,2,0.75,0,North Eastern Zone
32,16,2,2,0,5,16,9,0,6,2,0,4,0,2,0.75,0,North Eastern Zone
93,16,2,1,0,5,19,16,0,8,2,1,2,0,1,0.5,0,North Eastern Zone
75,16,2,0,0,2,12,12,0,0,14,0,2,0,0,0.5,1,North Eastern Zone
44,16,2,2,0.25,1,19,10,0,0,9,1,2,0,2,0.5,0,North Eastern Zone
26,16,2,2,0.75,2,24,13,0,1,7,1,2,0,3,0.5,0,North Eastern Zone
29,16,2,2,0.25,2,18,10,0,3,2,0,4,0,1,0.5,0,North Eastern Zone
24,16,2,2,0,1,20,13,0,0,4,0,4,0,1,0.5,0,North Eastern Zone
5,16,2,2,0.25,2,23,16,0,1,4,1,2,0,2,0.75,0,North Eastern Zone
97,16,2,2,0,1,31,24,0,0,9,0,3,0,1,0,0,North Eastern Zone
91,16,2,2,0.5,1,22,24,1,8,2,0,2,0,2,0.5,0,North Eastern Zone
6,16,2,3,0.5,2,30,20,0,5,2,1,4,0,3,0.5,0,North Eastern Zone
98,16,2,2,0.25,2,17,24,0,1,14,0,2,0,2,0.5,0,North Eastern Zone
29,16,2,2,0.25,2,18,10,0,3,2,0,4,0,1,0.5,0,North Eastern Zone
5,16,1,1,0.25,1,21,18,0,1,2,0,2,0,1,0.5,0,North Eastern Zone
40,16,2,1,0,4,17,9,0,9,7,0,2,0,1,0.5,1,North Eastern Zone
98,16,2,2,0.5,1,19,16,0,1,2,1,4,0,2,0.25,0,North Eastern Zone
85,16,2,0,0,2,21,11,0,8,4,0,4,0,0,0.5,0,North Eastern Zone
1,16,2,2,0,3,24,9,0,6,2,0,2,0,0,0.5,0,North Eastern Zone
88,16,2,2,0.5,4,12,22,0,1,18,1,3,0,2,0.5,0,North Eastern Zone
98,16,2,2,0.25,2,17,24,0,1,14,0,2,0,2,0.5,0,North Eastern Zone
1,16,2,2,0,3,24,9,0,6,2,0,2,0,0,0.5,0,North Eastern Zone
76,16,2,2,0.5,1,20,20,0,0,2,0,4,0,2,0.5,0,North Eastern Zone
25,17,2,2,0.25,4,17,6,0,0,14,0,2,0,2,0.25,0,North Eastern Zone
61,17,1,0,0,5,19,6,0,0,1,0,3,0,0,0.25,0,North Eastern Zone
35,17,2,2,0.5,4,24,9,0,6,2,0,4,0,2,0.5,0,North Eastern Zone
34,17,2,2,0,3,21,16,0,0,2,0,2,0,0,0.5,0,North Eastern Zone
87,17,2,2,0.25,5,13,996,0,0,2,0,2,0,2,0.5,0,North Eastern Zone
81,17,2,3,0.25,3,22,41,0,0,2,0,4,0,3,0.5,0,North Eastern Zone
64,17,2,0,0.25,5,20,21,1,0,9,0,2,0,0,0.5,0,North Eastern Zone
23,17,2,0,0.25,5,21,13,1,0,8,1,4,0,2,0.75,0,North Eastern Zone
33,17,1,2,0.25,3,19,10,1,0,17,0,3,0,2,0.5,0,North Eastern Zone
73,17,2,2,0.5,2,17,9,0,0,16,1,4,0,1,0.25,0,North Eastern Zone
1,17,2,2,0,3,22,9,0,9,2,0,1,0,2,0.5,0,North Eastern Zone
3,17,1,0,0,6,16,32,0,0,11,0,3,0,1,0.5,0,North Eastern Zone
92,17,1,2,0.25,3,20,11,0,0,9,1,3,0,2,0.5,0,North Eastern Zone
99,17,2,2,0,1,33,11,0,0,8,1,3,0,1,0.5,0,North Eastern Zone
87,17,2,2,0.25,5,13,996,0,0,2,0,2,0,2,0.5,0,North Eastern Zone
82,17,2,2,0,3,17,15,1,0,2,1,2,0,2,0.25,0,North Eastern Zone
24,17,2,2,0.25,1,24,16,0,1,14,0,4,1,2,0.5,0,North Eastern Zone
37,17,2,1,0.5,2,24,13,0,0,4,0,4,0,2,0.5,0,North Eastern Zone
64,17,1,0,0.25,3,30,15,0,1,9,0,2,0,2,1,0,North Eastern Zone
71,17,2,1,0,3,18,1,0,0,10,0,2,0,2,0.5,0,North Eastern Zone
16,17,2,1,0,2,18,5,0,1,2,0,4,1,1,0.5,0,North Eastern Zone
85,17,2,2,0.5,2,20,2,0,1,3,1,2,0,2,0.5,0,North Eastern Zone
64,17,1,3,0.75,2,22,19,0,0,9,1,4,0,3,0.5,1,North Eastern Zone
42,17,2,0,0,6,17,44,0,0,2,0,2,0,1,0.5,0,North Eastern Zone
50,17,2,1,0.25,1,35,3,0,2,8,0,3,0,2,0,0,North Eastern Zone
61,17,1,0,0,5,19,6,0,0,1,0,3,0,0,0.5,0,North Eastern Zone
68,17,2,2,0.25,3,14,16,0,0,2,1,4,1,3,0.5,0,North Eastern Zone
54,17,2,1,0.25,2,26,15,0,0,4,0,2,0,2,0.5,0,North Eastern Zone
36,17,2,2,0.5,1,22,17,0,1,15,0,4,0,2,0.5,0,North Eastern Zone
3,17,2,2,0.75,1,23,14,0,9,2,1,2,0,2,0.5,0,North Eastern Zone
33,17,2,2,0,5,20,10,1,6,2,0,2,0,0,0,0,North Eastern Zone
52,17,2,2,0.75,2,29,4,0,3,2,1,3,0,3,0.5,0,North Eastern Zone
26,17,2,2,0.5,5,20,21,0,0,2,0,2,0,2,0,0,North Eastern Zone
74,17,2,1,0,1,16,20,0,0,4,1,2,0,2,0.5,0,North Eastern Zone
69,17,2,2,0.25,2,19,22,0,0,9,1,3,0,2,0.5,0,North Eastern Zone
73,17,2,2,0.5,2,17,9,0,0,16,1,4,0,1,0.25,0,North Eastern Zone
33,17,2,2,0,5,20,10,1,6,2,0,2,0,0,0.25,0,North Eastern Zone
71,17,2,1,0,3,18,1,0,0,10,0,2,0,2,0.5,0,North Eastern Zone
41,17,2,3,0.25,3,22,4,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
24,17,2,2,0.5,1,19,19,0,0,2,1,3,0,2,0.75,0,North Eastern Zone
66,17,2,1,0.5,2,20,996,0,0,2,0,4,0,2,0.5,0,North Eastern Zone
92,17,2,1,0.5,1,22,13,0,0,4,0,4,0,2,0.5,0,North Eastern Zone
29,17,2,0,0.5,2,20,19,0,9,14,0,3,0,2,0.5,0,North Eastern Zone
53,17,2,2,0,2,20,21,0,0,10,1,2,0,2,0.5,0,North Eastern Zone
15,17,2,0,0,6,19,17,0,0,15,0,4,0,0,0.5,0,North Eastern Zone
37,17,2,1,0.5,2,24,13,0,0,4,0,4,0,2,0.5,0,North Eastern Zone
72,17,2,3,0.5,2,23,10,0,0,2,1,4,0,3,0.5,0,North Eastern Zone
50,17,2,2,0.25,4,19,21,0,0,2,0,2,0,0,0.25,0,North Eastern Zone
3,17,1,2,0.5,2,21,9,0,9,98,0,4,0,2,0.5,0,North Eastern Zone
81,17,2,3,0.25,3,22,41,0,0,2,0,4,0,3,0.5,0,North Eastern Zone
21,18,2,2,0,2,17,11,0,1,11,1,4,0,2,0.5,0,North Eastern Zone
14,18,1,0,0,1,21,31,1,9,2,0,3,0,0,0.5,0,North Eastern Zone
33,18,2,2,0.25,2,21,15,0,1,2,0,4,0,2,0.5,0,North Eastern Zone
22,18,2,0,0,4,17,24,0,8,9,0,2,0,2,0.5,0,North Eastern Zone
77,18,2,1,0.25,2,18,45,0,13,2,0,4,0,1,0.5,0,North Eastern Zone
58,18,2,1,0,5,23,29,0,9,4,0,4,0,0,0.25,0,North Eastern Zone
1,18,2,0,0.25,4,24,23,0,7,2,0,2,0,0,0.75,1,North Eastern Zone
96,18,2,2,0.5,1,21,26,0,0,14,1,4,0,3,0.5,0,North Eastern Zone
43,18,2,2,0,2,23,30,0,5,2,0,4,0,2,0.5,0,North Eastern Zone
24,18,2,0,0,2,18,26,1,1,4,0,4,0,0,0.5,0,North Eastern Zone
61,18,2,2,1,3,24,47,0,0,16,1,4,0,2,0.5,0,North Eastern Zone
93,18,2,1,0,4,17,23,0,3,2,0,2,0,0,0.75,0,North Eastern Zone
32,18,2,2,0.25,1,19,30,1,5,3,1,3,0,2,0.75,0,North Eastern Zone
24,18,2,0,0.5,4,17,15,0,0,7,0,3,0,1,0.5,0,North Eastern Zone
61,18,2,0,0,2,24,33,0,1,18,1,2,0,0,0.5,0,North Eastern Zone
8,18,2,2,0,2,19,23,0,2,3,1,3,0,2,0.5,0,North Eastern Zone
33,18,2,2,0.25,1,20,22,0,2,2,1,2,0,2,0.5,0,North Eastern Zone
24,18,1,0,0.5,1,32,14,0,0,2,1,4,0,1,0.5,0,North Eastern Zone
26,18,2,1,0,2,19,14,0,1,2,1,4,0,1,0.5,0,North Eastern Zone
73,18,2,1,0.25,3,26,19,1,6,2,1,2,0,1,0.5,0,North Eastern Zone
29,18,2,0,0.25,2,23,93,0,0,2,1,2,0,2,0.5,0,North Eastern Zone
81,18,2,2,0.75,2,18,35,0,1,7,1,3,0,2,0.5,0,North Eastern Zone
17,18,2,2,0.5,1,24,52,0,0,2,1,2,0,2,0.5,0,North Eastern Zone
57,18,2,2,0,2,28,21,0,6,9,1,3,0,2,0.5,1,North Eastern Zone
71,18,2,2,0,1,22,58,0,9,2,0,2,0,2,0.5,0,North Eastern Zone
77,18,2,3,1,2,25,29,0,5,18,1,2,0,3,0,0,North Eastern Zone
48,18,2,0,0,3,23,17,0,0,2,0,2,0,0,0.5,0,North Eastern Zone
69,18,2,1,0,5,19,18,1,0,2,0,2,0,1,0.5,0,North Eastern Zone
61,18,2,2,0.25,2,18,19,0,0,2,1,3,0,2,0.5,0,North Eastern Zone
59,18,2,0,0,3,26,15,0,6,3,0,2,0,1,0.5,1,North Eastern Zone
8,18,2,0,0,1,27,13,0,5,2,0,4,0,0,0.75,0,North Eastern Zone
22,18,2,2,0,1,19,23,1,0,12,0,3,0,2,0.5,0,North Eastern Zone
4,18,2,2,0,2,18,31,0,1,2,1,4,0,1,0.25,0,North Eastern Zone
24,18,2,2,0,1,18,22,1,0,1,1,4,0,1,0.5,0,North Eastern Zone
77,18,2,2,0,1,17,33,0,1,9,0,4,0,2,0.5,0,North Eastern Zone
61,18,1,3,1,3,27,11,0,1,2,1,4,0,3,0.25,0,North Eastern Zone
45,18,2,2,0.75,2,21,18,1,1,2,0,9,0,2,0.5,0,North Eastern Zone
8,18,2,2,0.25,3,24,28,0,2,2,1,3,0,1,0,0,North Eastern Zone
50,18,2,2,1,1,17,13,0,5,3,1,2,0,2,0.5,0,North Eastern Zone
27,18,2,0,0,7,22,37,1,1,11,0,2,0,1,0.25,0,North Eastern Zone
19,18,2,2,0.25,1,22,13,0,0,2,0,2,0,3,0,1,North Eastern Zone
92,18,2,0,0,1,17,19,0,1,3,0,4,0,0,0.5,0,North Eastern Zone
49,18,1,2,0.5,2,22,28,0,8,7,1,3,0,2,0.5,0,North Eastern Zone
78,18,2,2,0.25,4,16,22,0,9,8,0,4,0,2,0.5,0,North Eastern Zone
86,18,2,2,0,3,18,13,0,0,2,1,2,0,2,0.5,0,North Eastern Zone
80,18,1,3,0.5,1,28,28,0,9,2,1,3,0,3,0.75,0,North Eastern Zone
62,18,2,2,0.25,1,17,19,0,9,2,0,2,0,2,0.5,0,North Eastern Zone
83,18,2,1,0,3,17,19,0,0,14,1,4,0,1,0.5,0,North Eastern Zone
80,18,2,3,0.75,1,25,26,0,5,2,1,2,0,2,0.25,0,North Eastern Zone
99,18,2,1,0,2,27,9,1,8,1,0,3,0,2,0.5,1,North Eastern Zone
26,19,2,2,0.5,2,13,996,1,5,1,0,2,0,1,0.5,0,Eastern Zone
67,19,2,2,0.25,3,19,23,0,0,14,1,2,0,2,0.5,0,Eastern Zone
42,19,2,2,0,2,16,35,0,0,1,1,2,0,1,0.5,0,Eastern Zone
44,19,2,2,0,2,16,25,0,1,2,1,4,0,2,0.5,0,Eastern Zone
12,19,2,2,0,2,16,35,0,1,2,1,4,0,1,0.5,0,Eastern Zone
42,19,2,3,0.5,1,24,37,0,1,3,1,2,0,2,0.5,0,Eastern Zone
96,19,2,2,0.25,2,22,996,0,6,2,1,2,0,2,0.5,0,Eastern Zone
31,19,1,2,0.5,4,21,11,0,13,2,1,4,0,2,0.5,0,Eastern Zone
62,19,2,2,0.5,3,21,14,0,2,2,0,3,0,1,0,0,Eastern Zone
78,19,2,2,0,1,18,17,0,0,3,1,2,0,2,0.5,0,Eastern Zone
20,19,2,1,0,1,20,20,0,0,14,1,4,0,1,0.25,0,Eastern Zone
73,19,2,2,0.25,3,18,15,0,0,9,0,3,0,2,0.5,0,Eastern Zone
55,19,2,2,0.25,2,23,19,0,2,2,0,2,0,2,0.25,0,Eastern Zone
31,19,2,0,0,3,18,44,0,6,8,0,4,0,0,0.5,0,Eastern Zone
66,19,2,1,0,2,22,32,0,6,2,0,2,0,1,0.25,0,Eastern Zone
89,19,2,1,0.25,1,21,15,0,5,4,1,4,0,2,0.25,0,Eastern Zone
76,19,2,0,0,3,12,16,0,5,1,1,2,0,0,0.5,0,Eastern Zone
17,19,1,1,0,3,17,16,1,0,4,1,9,0,0,0.5,0,Eastern Zone
78,19,2,2,0.25,1,19,14,0,0,2,0,2,0,2,0.5,0,Eastern Zone
14,19,1,3,1,1,23,13,0,5,1,1,3,0,3,0.25,0,Eastern Zone
51,19,2,2,0.25,2,17,16,0,6,2,0,3,0,2,0.5,0,Eastern Zone
94,19,2,2,0.75,1,17,16,0,0,9,0,4,0,2,0.5,0,Eastern Zone
51,19,2,2,0.25,2,17,15,0,1,4,0,3,0,2,0.5,0,Eastern Zone
79,19,1,2,0.5,2,18,11,0,0,2,1,3,0,2,0.75,0,Eastern Zone
11,19,2,1,0,1,21,10,1,0,2,0,2,0,1,0.25,0,Eastern Zone
83,19,1,3,1,1,29,56,0,1,7,1,4,0,3,0.5,0,Eastern Zone
19,19,2,2,0,1,23,13,0,0,1,0,2,0,3,0.5,0,Eastern Zone
78,19,2,2,0.25,1,16,12,0,0,2,1,2,0,2,0.5,0,Eastern Zone
74,19,1,1,0.25,2,19,12,0,9,2,0,3,0,1,0.5,0,Eastern Zone
94,19,2,1,0,2,20,13,0,9,9,0,4,0,1,0.5,0,Eastern Zone
9,19,1,0,0,3,20,17,1,0,1,0,3,0,2,0.5,0,Eastern Zone
29,19,2,0,0.25,2,18,21,0,6,3,1,2,0,0,0.5,0,Eastern Zone
33,19,2,2,0,1,17,10,0,0,2,0,2,0,3,0.75,0,Eastern Zone
7,19,2,1,0.25,3,18,15,0,1,2,0,9,0,1,0.75,0,Eastern Zone
67,19,2,3,0.75,1,20,33,0,9,4,1,2,0,3,1,0,Eastern Zone
72,19,2,1,0,3,15,10,0,0,1,1,4,0,2,0.5,0,Eastern Zone
67,19,2,1,0,2,18,35,1,6,1,1,3,0,2,0.5,0,Eastern Zone
35,19,1,3,1,1,27,8,0,5,3,1,4,0,2,0.25,0,Eastern Zone
21,19,1,2,0.75,2,18,10,0,6,9,1,4,0,2,0.25,0,Eastern Zone
9,19,1,0,0,3,20,17,1,0,1,0,3,0,2,0.5,0,Eastern Zone
16,19,2,2,0.75,1,21,26,0,0,4,1,2,0,2,0.5,0,Eastern Zone
43,19,2,2,0.25,1,19,12,0,1,4,0,3,0,2,0.5,0,Eastern Zone
40,19,2,2,0.25,1,18,17,0,5,2,1,3,0,2,0.5,0,Eastern Zone
50,19,2,1,0,3,18,14,0,6,1,1,2,0,1,0.25,0,Eastern Zone
26,19,2,2,0,3,20,19,0,2,2,1,2,0,2,0.5,0,Eastern Zone
61,19,2,1,0.25,2,21,21,0,8,2,1,4,0,1,0.5,0,Eastern Zone
19,19,2,0,0,1,19,27,1,9,14,0,4,0,0,0,0,Eastern Zone
57,19,2,2,0,2,19,149,0,0,98,0,2,0,1,0.5,0,Eastern Zone
2,19,2,1,0.25,2,23,996,0,6,98,0,3,0,1,0,0,Eastern Zone
49,19,1,0,0.25,2,25,49,0,2,2,1,4,0,0,0.5,0,Eastern Zone
67,20,2,2,0.75,2,26,13,0,6,11,1,4,0,2,0.5,0,Eastern Zone
55,20,2,0,0,2,17,27,0,0,2,1,2,0,2,0.5,0,Eastern Zone
53,20,2,2,0.25,3,19,18,0,6,3,1,2,0,3,0.5,0,Eastern Zone
4,20,2,0,0,4,19,72,1,0,2,0,3,0,2,0.5,0,Eastern Zone
83,20,2,2,0,1,20,12,0,1,2,0,2,0,2,0.5,0,Eastern Zone
69,20,2,2,0,1,21,27,0,0,9,0,3,0,0,0,0,Eastern Zone
90,20,2,1,0,2,23,12,1,0,1,0,4,0,1,0.5,0,Eastern Zone
6,20,2,0,0.25,2,23,7,0,0,2,0,2,0,0,0.5,0,Eastern Zone
1,20,2,2,0,1,17,32,0,0,3,1,4,0,2,0,0,Eastern Zone
84,20,2,0,0,5,16,21,0,0,3,1,4,0,1,0.5,1,Eastern Zone
83,20,2,2,0.5,2,21,37,0,9,1,1,2,0,2,0.5,0,Eastern Zone
80,20,2,0,0,2,22,37,0,9,9,0,4,0,0,0.75,0,Eastern Zone
86,20,2,2,0,2,18,82,1,0,2,1,2,0,1,0.5,0,Eastern Zone
66,20,1,2,0.25,2,26,22,0,8,7,1,2,0,2,0.5,0,Eastern Zone
81,20,2,3,1,2,17,996,0,0,2,1,4,0,3,0.5,0,Eastern Zone
82,20,2,2,0,2,27,52,0,0,7,0,2,0,0,0.5,0,Eastern Zone
73,20,2,0,0,1,29,117,1,0,9,0,2,0,2,0.5,0,Eastern Zone
39,20,2,0,0,5,17,40,0,0,2,0,4,0,0,0.5,0,Eastern Zone
94,20,2,2,0,3,34,165,0,8,2,0,4,0,2,0.5,0,Eastern Zone
80,20,2,2,0.25,1,23,20,0,13,9,0,4,0,2,0.5,0,Eastern Zone
43,20,2,2,0.25,2,20,14,1,0,2,0,4,0,2,0.25,0,Eastern Zone
24,20,2,2,0,2,22,12,0,0,2,0,1,0,1,0.5,0,Eastern Zone
80,20,1,2,0.5,2,17,20,1,1,2,0,9,0,2,0.5,0,Eastern Zone
4,20,2,0,0.25,6,25,996,0,6,10,1,3,0,0,0.5,0,Eastern Zone
92,20,1,0,0.5,4,18,19,0,6,7,1,4,0,2,0.5,0,Eastern Zone
94,20,2,2,0.5,2,19,12,0,13,11,1,4,0,2,0.5,0,Eastern Zone
64,20,2,0,0,5,18,31,0,0,2,1,4,0,1,0.5,1,Eastern Zone
41,20,1,0,0.25,2,21,29,1,1,11,0,2,0,1,0,0,Eastern Zone
64,20,2,0,0,6,15,29,1,6,2,0,4,0,0,0.5,0,Eastern Zone
14,20,2,0,0.25,3,25,12,0,0,7,1,3,0,0,0.5,0,Eastern Zone
27,20,2,0,0,1,18,3,0,0,9,1,2,0,0,0.5,0,Eastern Zone
25,20,1,2,1,2,19,11,1,0,4,1,4,0,2,0.5,0,Eastern Zone
29,20,2,0,0,4,19,24,0,9,1,0,4,0,0,0.5,0,Eastern Zone
53,20,2,2,0.5,3,22,7,0,6,2,0,3,0,2,0.75,0,Eastern Zone
45,20,2,2,0,2,17,12,0,0,4,0,4,0,2,0.5,0,Eastern Zone
35,20,2,2,1,1,20,23,0,5,2,1,4,0,2,0.5,0,Eastern Zone
24,20,2,2,0.5,3,20,11,0,8,2,0,4,0,2,0.5,0,Eastern Zone
29,20,2,2,0,3,20,15,0,0,2,0,9,0,0,0.5,0,Eastern Zone
37,20,2,2,0,4,23,9,0,0,12,0,2,0,2,0.5,0,Eastern Zone
86,20,2,2,0.5,1,20,10,1,5,3,1,2,0,3,0.5,0,Eastern Zone
9,20,2,2,0.25,1,19,18,0,0,2,1,3,0,2,0.5,0,Eastern Zone
88,20,2,3,0.25,2,21,15,0,8,2,1,3,0,2,0.5,0,Eastern Zone
36,20,2,2,0,1,18,36,0,0,3,0,3,0,1,0.5,0,Eastern Zone
35,20,1,2,0.25,1,20,13,0,8,2,1,2,0,2,0.5,0,Eastern Zone
9,20,2,2,0,4,18,19,0,3,2,0,2,0,2,0.5,0,Eastern Zone
99,20,2,3,0.25,2,22,14,0,8,3,1,2,0,3,0,0,Eastern Zone
93,20,2,2,0.5,3,19,10,0,9,2,1,3,0,2,0.25,0,Eastern Zone
73,20,2,3,0.75,3,20,13,0,8,7,0,2,0,2,0.5,0,Eastern Zone
37,20,2,3,0.75,2,17,13,0,8,18,1,3,0,3,0.5,0,Eastern Zone
24,20,2,1,0,5,18,27,1,0,3,0,2,0,8,0.5,0,Eastern Zone
79,21,2,1,0,2,25,11,0,1,2,0,4,0,1,0.5,0,Eastern Zone
71,21,2,1,0,2,22,16,1,6,7,1,2,0,2,0.5,0,Eastern Zone
7,21,2,0,0,5,20,13,0,13,4,0,1,0,0,0.25,1,Eastern Zone
35,21,1,2,0.75,3,26,13,1,5,2,1,2,0,2,0.5,0,Eastern Zone
85,21,2,2,0.75,2,22,26,0,1,7,1,2,0,2,0.25,0,Eastern Zone
29,21,2,2,0.75,1,22,33,0,0,2,1,9,0,2,0.5,0,Eastern Zone
70,21,1,2,0.5,1,20,26,0,8,2,0,4,0,2,0.5,0,Eastern Zone
15,21,2,0,0,1,27,28,0,0,2,0,4,0,2,0.75,0,Eastern Zone
18,21,2,2,0,3,18,10,0,8,2,1,3,0,0,0.5,0,Eastern Zone
29,21,2,2,0,2,18,15,0,2,2,0,4,0,2,0.5,0,Eastern Zone
27,21,2,2,0.25,1,23,15,1,5,1,1,4,0,2,0.25,0,Eastern Zone
40,21,2,2,0.75,1,24,37,1,0,2,1,4,0,2,0.5,0,Eastern Zone
96,21,2,1,0.25,1,19,38,0,0,1,1,4,0,0,0.5,0,Eastern Zone
2,21,2,1,0.5,5,26,13,0,1,2,1,2,0,1,0.5,0,Eastern Zone
80,21,2,2,0.5,1,24,13,0,0,2,1,4,0,3,0.5,0,Eastern Zone
31,21,2,1,0.5,2,19,13,0,6,2,1,2,0,1,0.5,0,Eastern Zone
1,21,2,0,0,2,22,40,0,2,2,0,2,0,0,0.25,0,Eastern Zone
73,21,2,0,0,3,24,100,0,8,2,1,4,0,0,0.5,0,Eastern Zone
55,21,2,0,0,7,24,51,0,8,4,0,4,0,1,0.25,0,Eastern Zone
3,21,1,3,1,1,36,14,0,9,4,1,2,0,2,0.5,0,Eastern Zone
66,21,2,0,0,4,21,27,0,0,2,1,3,0,0,0.75,0,Eastern Zone
29,21,2,2,0,2,18,15,0,2,2,0,4,0,2,0.5,0,Eastern Zone
70,21,2,1,0.25,2,29,56,0,1,3,1,2,0,2,0.5,0,Eastern Zone
80,21,2,2,0.25,1,24,14,0,9,3,1,4,0,0,0,0,Eastern Zone
5,21,2,0,0.25,1,22,58,1,9,2,1,2,0,2,0.5,0,Eastern Zone
23,21,2,2,0.75,2,20,19,0,6,2,1,1,0,2,0.5,0,Eastern Zone
